url,title,subtitle,subheader,text,tag
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"Next S$25,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,EIR1,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,Charge at least S$500 to selected OCBC Credit Cards each month.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"First S$75,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"Next S$25,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,EIR1,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,Purchase an eligible insurance product from OCBC.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"First S$75,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"Next S$25,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,EIR1,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,Purchase an eligible investment product from OCBC.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"First S$75,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"Next S$25,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,EIR1,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"Maintain an average daily balance of at least S$200,000.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"First S$75,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"Next S$25,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,EIR1,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,How it works,"You will earn a base interest of 0.05% a year on your entire account balance regardless of whether you fulfil the above categories.1For maximum EIR illustration purposes for your first S$100,000:Salary + Save: You will earn a maximum EIR of 4.05% a year.Salary + Save + Spend: You will earn a maximum EIR of 4.65% a year.Salary + Save + Spend + Insure / Invest: You will earn a maximum EIR of 6.15% a year.Salary + Save + Spend + Insure + Invest: You will earn a maximum EIR of 7.65% a year.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Trackyourbonuseligibilityeasily,Log in to OCBC Internet Banking > 360 Account,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Trackyourbonuseligibilityeasily,"Monitor your total salary credit for the month.Salary BonusCredit your salary of at least S$1,800 through GIRO/FAST/PayNow via GIRO/PayNow via FAST.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Trackyourbonuseligibilityeasily,"Monitor the change in your average daily balance against last month.Save BonusIncrease your account's average daily balance by at least S$500 from the
previous month.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Trackyourbonuseligibilityeasily,"Monitor the current month’s average daily balance to calculate your overall
bonus interests.Grow BonusMaintain at least S$200,000 account balance.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Moneylock,"What’s more, your 360 Account comes with Money Lock built-in – our latest security feature that enables you to lock up the funds in your account to protect them from scams. And best yet, locked funds count towards the total account balance for the purpose of earning interest, so your savings can continue to grow while staying safe.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Moneylock,Find outmore,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Minimum age,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,18 years old,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Documents required,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,NRIC and an image of your signature for Singaporeans and Singapore PRs,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Passport and a valid pass (e.g. Employment Pass (EP) or S-Pass or Student Pass) for foreigners,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Additional document,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Include any one of the following documents that shows your residential address,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Phone bill,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Half-yearly CPF statement,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Any bank statement,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Initial deposit,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,"S$1,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Minimum average daily balance for automatic waiver of monthly fall-below fee,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,"S$3,000",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Fall below fee,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,S$2 (Waived for the first year),savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Cheque book fee,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,S$10 (This feature is optional),savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Monthly statements,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,e-Statement only,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,You will receive electronic versions of Letters for all your relationships/accounts.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing the 360Account,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing DepositAccounts,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing Electronic BankingServices,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing OCBC ElectronicStatements,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing Automatic StandingInstruction,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing the OCBC New 360 AccountPromotion,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Terms and Conditions governing 360 Account and OCBC 365 Credit Card MGM Promotion2025,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Fees andcharges,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,GIRO,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Insured DepositsRegister,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Important notice forInsurance,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Important notice forInvestments,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Unit trustsdisclaimer,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Structured Depositsdisclaimer,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,Deposit InsuranceScheme,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Beforeyouapply,"This plan is protected under the Policy Owner's Protection Scheme which is administered by the Singapore Deposit Insurance Corporation (SDIC). Coverage for your policy is automatic and no further action is required from you. For more information on the types of benefits that are covered under the scheme as well as the limits of coverage, where applicable, please contact us or visit the Life Insurance Association (LIA) or SDIC websites (www.lia.org.sgorwww.sdic.org.sg).",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,ways to apply,or visit us at a branch withthese documents.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,The OCBC 360 Account is one of our best savings account that pays you bonus interest when you do all or any of these:,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Credit your salary through GIRO/FAST/PayNow via GIRO/PayNow via FAST,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Save and increase your account balance,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"Charge at least S$500 to your OCBC 365 Credit Card, OCBC INFINITY Cashback Card, OCBC NXT Credit Card, OCBC 90°N or OCBC Rewards Card",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Insure with OCBC,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Invest with OCBC,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,The account comes with e-statements and you can choose to have a cheque book.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,You get 2 types of interest on your account balance every month.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Base interest:This interest is accrued daily based on your account's day-end balance and you will receive this at the end of the month.,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"Bonus interest:For the SIX types of bonus below, you will earn bonus interest at 3 tiers based on your account balance, up to the first S$100,000:",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"Earn up to 4.0% a year for crediting your salary of at least S$1,800 through GIRO/FAST/PayNow via GIRO/PayNow via FAST and/or",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Earn up to 2.4% a year for increasing your account average daily balance by S$500 from the previous month and/or,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"Earn up to 0.60% a year for spending at least S$500 on your OCBC 365 Credit Card, OCBC INFINITY Cashback Card, OCBC NXT Credit Card, OCBC 90°N and/or OCBC Rewards Card",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Earn up to 2.4% a year for 12 consecutive months when you purchase an eligible insurance product from OCBC and/or,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,Earn up to 2.4% a year for 12 consecutive months when you purchase an eligible investment product from OCBC and/or,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"Earn 2.4% a year if your account average daily balance is S$200,000 or more.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,For illustration purpose:,savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"1The maximum interest earned is computed based on the effective interest rate of the respective bonus interest categories and the bonus interest balance cap, based on a 365 day calendar year.",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,"Your bonus interest will be reflected in your e-statement, Online Banking and Mobile Banking transaction history as follows",savings
https://www.ocbc.com/personal-banking/deposits/360-savings-account?pid=Mass:accounts:360Acc:AlwaysOn:Acquisition:Sep:2022:internal:::peb-banner:evergreen:::CFSPersonalise,360 Account,Maximise your interest with 360 Account,Faqs,360 SALARY BONUS,savings
